33002,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΕΣΒΟΥ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ"
36002,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΜΕΣΣΗΝΙΑΣ ΑΒΡΑΜΙΟΥ"
37002,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΞΑΝΘΗΣ ΑΒΔΗΡΩΝ"
38002,ΑΝΑΡΤΗΣΗ,"ΠΕΛΛΑΣ ΑΓΙΟΥ ΛΟΥΚΑ"
39002,ΑΝΑΡΤΗΣΗ,"ΠΙΕΡΙΑΣ ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΟΣ"
42002,ΛΕΙΤΟΥΡΓΙΑ,"ΡΟΔΟΠΗΣ ΑΙΓΕΙΡΟΥ"
44002,ΑΝΑΡΤΗΣΗ,"ΣΕΡΡΩΝ ΑΓΙΑΣ ΕΛΕΝΗΣ"
45002,ΑΝΑΡΤΗΣΗ,"ΤΡΙΚΑΛΩΝ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ"
47002,ΛΕΙΤΟΥΡΓΙΑ,"ΦΛΩΡΙΝΑΣ ΑΓΙΟΥ ΑΧΙΛΛΕΙΟΥ"
48002,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΩΚΙΔΑΣ ΑΓΙΑΣ ΕΥΘΥΜΙΑΣ"
50002,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΑΝΙΩΝ ΑΓΙΑΣ ΜΑΡΙΝΗΣ"
51002,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΙΟΥ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΣΥΚΟΥΣΗ"
01003,ΛΕΙΤΟΥΡΓΙΑ,"ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΑΓΓΕΛΟΚΑΣΤΡΟΥ"
03003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΑΓΙΟΥ ΑΝΔΡΕΟΥ"
04003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΤΑΣ ΑΓΝΑΝΤΩΝ"
05003,ΛΕΙΤΟΥΡΓΙΑ,"ΑΤΤΙΚΗΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ"
06003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΧΑΙΑΣ ΑΓΙΟΒΛΑΣΙΤΙΚΩΝ"
07003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΒΟΙΩΤΙΑΣ ΑΓΙΟΥ ΒΛΑΣΙΟΥ"
09003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΑΔΡΙΑΝΗΣ"
10003,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΔΩΔΕΚΑΝΗΣΟΥ ΑΝΤΙΜΑΧΕΙΑΣ"
11003,ΛΕΙΤΟΥΡΓΙΑ,"ΕΒΡΟΥ ΑΛΕΞΑΝΔΡΟΥΠΟΛΕΩΣ"
14003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΖΑΚΥΝΘΟΥ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ"
15003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΗΛΕΙΑΣ ΑΓΙΑΣ ΜΑΥΡΑΣ"
16003,ΑΝΑΡΤΗΣΗ,"ΗΜΑΘΙΑΣ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ"
18003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΘΕΣΠΡΩΤΙΑΣ ΑΓΙΟΥ ΒΛΑΣΙΟΥ"
20003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΙΩΑΝΝΙΝΩΝ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ"
21003,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΑΓΙΟΥ ΑΝΔΡΕΟΥ"
22003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΡΔΙΤΣΑΣ ΑΓΙΟΠΗΓΗΣ"
23003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΣΤΟΡΙΑΣ ΑΓΙΟΥ ΗΛΙΑ"
25003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΕΦΑΛΛΗΝΙΑΣ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ"
26003,ΛΕΙΤΟΥΡΓΙΑ,"ΚΙΛΚΙΣ ΑΓΙΟΥ ΠΕΤΡΟΥ"
30003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΚΩΝΙΑΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ"
32003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΣΙΘΙΟΥ ΑΓΙΟΥ ΑΝΤΩΝΙΟΥ"
33003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΕΣΒΟΥ ΑΓΙΑΣΟΥ"
34003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΕΥΚΑΔΑΣ ΑΓΙΟΥ ΠΕΤΡΟΥ"
35003,ΑΝΑΡΤΗΣΗ,"ΜΑΓΝΗΣΙΑΣ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΝΗΛΕΙΑΣ"
36003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΜΕΣΣΗΝΙΑΣ ΑΓΑΛΙΑΝΗΣ"
37003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΞΑΝΘΗΣ ΓΑΛΑΝΗΣ"
39003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΠΙΕΡΙΑΣ ΑΙΓΙΝΙΟΥ"
41003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΕΘΥΜΝΗΣ ΑΓΙΑΣ ΓΑΛΗΝΗΣ"
42003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΟΔΟΠΗΣ ΑΜΑΞΑΔΩΝ"
44003,ΑΝΑΡΤΗΣΗ,"ΣΕΡΡΩΝ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ"
45003,ΑΝΑΡΤΗΣΗ,"ΤΡΙΚΑΛΩΝ ΑΓΙΟΥ ΒΗΣΣΑΡΙΩΝΟΣ"
46003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΘΙΩΤΙΔΑΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ (ΛΙΜΟΓΑΡΔΙΟΥ)"
47003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΛΩΡΙΝΑΣ ΑΓΙΟΥ ΒΑΡΘΟΛΟΜΑΙΟΥ"
48003,ΛΕΙΤΟΥΡΓΙΑ,"ΦΩΚΙΔΑΣ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ"
50003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΑΝΙΩΝ ΑΓΙΑΣ ΡΟΥΜΕΛΗΣ"
51003,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΙΟΥ ΑΜΑΔΩΝ"
03004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ (ΚΥΝΟΥΡΙΑΣ)"
04004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΤΑΣ ΑΘΑΜΑΝΙΟΥ"
05004,ΛΕΙΤΟΥΡΓΙΑ,"ΑΤΤΙΚΗΣ ΑΓΙΟΥ ΙΩΑΝΝΟΥ ΡΕΝΤΗ"
06004,ΑΝΑΡΤΗΣΗ,"ΑΧΑΙΑΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ"
09004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΑΝΘΟΧΩΡΙΟΥ"
10004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΩΔΕΚΑΝΗΣΟΥ ΑΠΕΡΙΟΥ"
11004,ΑΝΑΡΤΗΣΗ,"ΕΒΡΟΥ ΑΛΕΠΟΧΩΡΙΟΥ"
12004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΒΟΙΑΣ ΑΓΙΑΣ ΣΟΦΙΑΣ"
13004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΡΥΤΑΝΙΑΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ"
16004,ΑΝΑΡΤΗΣΗ,"ΗΜΑΘΙΑΣ ΑΓΚΑΘΙΑΣ"
20004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΙΩΑΝΝΙΝΩΝ ΑΓΙΑΣ ΜΑΡΙΝΗΣ"
21004,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΑΓΙΟΥ ΚΟΣΜΑ"
23004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΣΤΟΡΙΑΣ ΑΚΡΙΤΩΝ"
24004,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΚΕΡΚΥΡΑΣ ΑΓΙΟΥ ΜΑΤΘΑΙΟΥ"
26004,ΑΝΑΡΤΗΣΗ,"ΚΙΛΚΙΣ ΑΚΡΙΤΑ"
29004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΥΚΛΑΔΩΝ ΑΔΑΜΑΝΤΟΣ"
30004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΚΩΝΙΑΣ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ"
31004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΡΙΣΑΣ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ"
32004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΣΙΘΙΟΥ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ (ΛΑΣΙΘΙΟΥ)"
34004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΕΥΚΑΔΑΣ ΑΘΑΝΙΟΥ"
35004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΜΑΓΝΗΣΙΑΣ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΦΕΡΩΝ"
36004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΜΕΣΣΗΝΙΑΣ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ"
37004,ΛΕΙΤΟΥΡΓΙΑ,"ΞΑΝΘΗΣ ΓΕΝΙΣΕΑΣ"
39004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΠΙΕΡΙΑΣ ΑΛΩΝΙΩΝ"
40004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΠΡΕΒΕΖΑΣ ΑΝΩ ΡΑΧΗΣ"
41004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΕΘΥΜΝΗΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ"
42004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΟΔΟΠΗΣ ΑΜΑΡΑΝΤΩΝ"
43004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΣΑΜΟΥ ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ"
44004,ΑΝΑΡΤΗΣΗ,"ΣΕΡΡΩΝ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ"
47004,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΛΩΡΙΝΑΣ ΑΓΙΟΥ ΓΕΡΜΑΝΟΥ"
48004,ΛΕΙΤΟΥΡΓΙΑ,"ΦΩΚΙΔΑΣ ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ"
01005,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ"
03005,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ (ΜΑΝΤΙΝΕΙΑΣ)"
01056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΓΑΛΑΤΑ"
03056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΔΟΡΙΖΑ"
04056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΤΑΣ ΜΗΛΙΑΝΩΝ"
05056,ΛΕΙΤΟΥΡΓΙΑ,"ΑΤΤΙΚΗΣ ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ"
07056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΒΟΙΩΤΙΑΣ ΠΑΡΟΡΙΟΥ"
08056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΓΡΕΒΕΝΩΝ ΠΡΟΣΒΟΡΡΟΥ"
09056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΠΤΕΛΕΑΣ ΠΛΑΤΑΝΙΑΣ"
10056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΩΔΕΚΑΝΗΣΟΥ ΟΘΟΥΣ"
11056,ΑΝΑΡΤΗΣΗ,"ΕΒΡΟΥ ΠΑΛΙΟΥΡΙΟΥ"
13056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΡΥΤΑΝΙΑΣ ΠΑΠΠΑΡΟΥΣΙΟΥ"
17056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΗΡΑΚΛΕΙΟΥ ΕΛΑΙΑΣ"
20056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΙΩΑΝΝΙΝΩΝ ΒΙΤΣΗΣ"
21056,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΠΗΓΩΝ"
22056,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΡΔΙΤΣΑΣ ΚΑΡΔΙΤΣΗΣ"
24056,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΚΕΡΚΥΡΑΣ ΚΟΚΚΙΝΙΟΥ"
26056,ΑΝΑΡΤΗΣΗ,"ΚΙΛΚΙΣ ΞΥΛΟΚΕΡΑΤΕΑΣ"
30056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΚΩΝΙΑΣ ΕΛΑΦΟΝΗΣΟΥ"
33056,ΛΕΙΤΟΥΡΓΙΑ,"ΛΕΣΒΟΥ ΜΥΤΙΛΗΝΗΣ"
35056,ΑΝΑΡΤΗΣΗ,"ΜΑΓΝΗΣΙΑΣ ΜΟΥΡΕΣΙΟΥ"
36056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΜΕΣΣΗΝΙΑΣ ΒΛΑΧΟΠΟΥΛΟΥ"
40056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΠΡΕΒΕΖΑΣ ΣΚΙΑΔΑ"
41056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΕΘΥΜΝΗΣ ΚΑΛΑΝΔΑΡΕΣ"
44056,ΑΝΑΡΤΗΣΗ,"ΣΕΡΡΩΝ ΚΑΡΠΕΡΗΣ"
45056,ΑΝΑΡΤΗΣΗ,"ΤΡΙΚΑΛΩΝ ΚΑΤΩ ΕΛΑΤΗΣ (ΑΣΠΡΟΒΑΛΤΟΥ)"
46056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΘΙΩΤΙΔΑΣ ΗΡΑΚΛΕΙΑΣ"
47056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΛΩΡΙΝΑΣ ΜΙΚΡΟΛΙΜΝΗΣ"
49056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΑΛΚΙΔΙΚΗΣ ΠΕΥΚΟΧΩΡΙΟΥ (ΚΑΨΟΧΩΡΑΣ)"
50056,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΑΝΙΩΝ ΚΑΛΥΒΩΝ"
03057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΔΡΑΚΟΒΟΥΝΙΟΥ"
05057,ΛΕΙΤΟΥΡΓΙΑ,"ΑΤΤΙΚΗΣ ΙΛΙΟΥ"
06057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΧΑΙΑΣ ΔΑΦΝΩΝ"
09057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΠΥΡΓΩΝ"
10057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΩΔΕΚΑΝΗΣΟΥ ΟΛΥΜΠΟΥ"
11057,ΑΝΑΡΤΗΣΗ,"ΕΒΡΟΥ ΠΕΝΤΑΛΟΦΟΥ"
12057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΒΟΙΑΣ ΕΝΟΡΙΑΣ"
13057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΡΥΤΑΝΙΑΣ ΠΑΥΛΟΠΟΥΛΟΥ"
18057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΘΕΣΠΡΩΤΙΑΣ ΝΕΑΣ ΣΕΛΕΥΚΕΙΑΣ"
19057,ΑΝΑΡΤΗΣΗ,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΥΜΙΝΩΝ"
20057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΙΩΑΝΝΙΝΩΝ ΒΛΑΧΑΤΑΝΟΥ"
21057,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΠΛΑΤΑΜΩΝΟΣ"
23057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΣΤΟΡΙΑΣ ΧΑΛΑΡΩΝ"
24057,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΚΕΡΚΥΡΑΣ ΚΟΜΠΙΤΣΙΟΥ"
30057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΚΩΝΙΑΣ ΕΛΙΚΑΣ"
31057,ΑΝΑΡΤΗΣΗ,"ΛΑΡΙΣΑΣ ΙΤΕΑΣ"
32057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΣΙΘΙΟΥ ΜΥΡΤΟΥ"
33057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΕΣΒΟΥ ΜΥΧΟΥ"
35057,ΛΕΙΤΟΥΡΓΙΑ,"ΜΑΓΝΗΣΙΑΣ ΝΕΑΣ ΑΓΧΙΑΛΟΥ"
38057,ΑΝΑΡΤΗΣΗ,"ΠΕΛΛΑΣ ΞΙΦΙΑΝΗΣ"
41057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΕΘΥΜΝΗΣ ΚΑΛΟΓΕΡΟΥ"
44057,ΑΝΑΡΤΗΣΗ,"ΣΕΡΡΩΝ ΚΑΣΤΑΝΟΥΣΣΗΣ"
47057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΛΩΡΙΝΑΣ ΝΕΟΥ ΚΑΥΚΑΣΟΥ"
48057,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΩΚΙΔΑΣ ΜΑΡΙΟΛΑΤΑΣ"
01058,ΛΕΙΤΟΥΡΓΙΑ,"ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΓΟΥΡΙΑΣ"
02058,ΛΕΙΤΟΥΡΓΙΑ,"ΑΡΓΟΛΙΔΑΣ ΠΥΡΓΕΛΛΑΣ"
03058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΚΑΔΙΑΣ ΔΥΡΑΧΙΟΥ"
04058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΤΑΣ ΝΕΟΧΩΡΙΟΥ"
05058,ΛΕΙΤΟΥΡΓΙΑ,"ΑΤΤΙΚΗΣ ΚΑΙΣΑΡΙΑΝΗΣ"
06058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΧΑΙΑΣ ΔΕΜΕΣΤΙΧΩΝ"
09058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΣΙΔΗΡΟΝΕΡΟΥ"
10058,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΔΩΔΕΚΑΝΗΣΟΥ ΠΑΡΑΔΕΙΣΙΟΥ"
11058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΒΡΟΥ ΠΕΠΛΟΥ"
12058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΒΟΙΑΣ ΕΡΕΤΡΙΑΣ"
15058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΗΛΕΙΑΣ ΔΑΦΝΟΥΛΑΣ"
16058,ΑΝΑΡΤΗΣΗ,"ΗΜΑΘΙΑΣ ΦΥΤΕΙΑΣ"
17058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΗΡΑΚΛΕΙΟΥ ΕΠΑΝΩ ΒΑΘΕΙΑΣ"
18058,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΘΕΣΠΡΩΤΙΑΣ ΝΕΟΧΩΡΙΟΥ"
21058,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΠΛΑΤΑΝΟΤΟΠΟΥ"
22058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΡΔΙΤΣΑΣ ΚΑΡΙΤΣΗΣ ΔΟΛΟΠΩΝ"
23058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΣΤΟΡΙΑΣ ΧΙΛΙΟΔΕΝΔΡΟΥ"
24058,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΚΕΡΚΥΡΑΣ ΚΟΥΡΑΜΑΔΩΝ"
26058,ΑΝΑΡΤΗΣΗ,"ΚΙΛΚΙΣ ΠΕΔΙΝΟΥ"
30058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΚΩΝΙΑΣ ΕΛΛΗΝΙΚΟΥ"
31058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΛΑΡΙΣΑΣ ΚΑΛΑΜΑΚΙΟΥ"
40058,ΛΕΙΤΟΥΡΓΙΑ,"ΠΡΕΒΕΖΑΣ ΣΤΕΦΑΝΗΣ"
41058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΡΕΘΥΜΝΗΣ ΚΑΛΟΝΥΚΤΟΥ"
44058,ΑΝΑΡΤΗΣΗ,"ΣΕΡΡΩΝ ΚΑΣΤΑΝΟΧΩΡΙΟΥ"
45058,ΑΝΑΡΤΗΣΗ,"ΤΡΙΚΑΛΩΝ ΚΕΦΑΛΟΒΡΥΣΟΥ"
48058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΦΩΚΙΔΑΣ ΜΑΥΡΟΛΙΘΑΡΙΟΥ"
50058,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΧΑΝΙΩΝ ΚΑΜΙΣΙΑΝΩΝ (ΕΛΑΙΩΝΟΣ)"
02059,ΛΕΙΤΟΥΡΓΙΑ,"ΑΡΓΟΛΙΔΑΣ ΠΥΡΓΙΩΤΙΚΩΝ"
04059,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΡΤΑΣ ΠΑΛΑΙΟΚΑΤΟΥΝΟΥ"
05059,ΑΝΑΡΤΗΣΗ,"ΑΤΤΙΚΗΣ ΚΑΛΑΜΟΥ"
06059,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΑΧΑΙΑΣ ΔΕΣΙΝΟΥ"
08059,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΓΡΕΒΕΝΩΝ ΣΑΜΑΡΙΝΗΣ"
09059,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΔΡΑΜΑΣ ΣΙΤΑΓΡΩΝ"
10059,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΔΩΔΕΚΑΝΗΣΟΥ ΠΑΣΤΙΔΑΣ"
11059,ΑΝΑΡΤΗΣΗ,"ΕΒΡΟΥ ΠΕΤΡΑΔΩΝ"
12059,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΒΟΙΑΣ ΖΑΡΑΚΩΝ"
13059,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΕΥΡΥΤΑΝΙΑΣ ΠΡΑΣΙΑΣ"
16059,ΑΝΑΡΤΗΣΗ,"ΗΜΑΘΙΑΣ ΧΑΡΙΕΣΣΗΣ"
20059,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΙΩΑΝΝΙΝΩΝ ΒΟΤΟΝΟΣΙΟΥ"
21059,ΛΕΙΤΟΥΡΓΙΑ,"ΚΑΒΑΛΑΣ ΠΟΔΟΧΩΡΙΟΥ"
22059,"ΣΥΛΛΟΓΗ ΔΗΛΩΣΕΩΝ","ΚΑΡΔΙΤΣΑΣ ΚΑΡΟΠΛΕΣΙΟΥ"
24059,"ΕΚΤΟΣ ΚΤΗΜΑΤΟΓΡΑΦΗΣΗΣ","ΚΕΡΚΥΡΑΣ ΚΟΥΣΠΑΔΩΝ"
26059,ΛΕΙΤΟΥΡΓΙΑ,"ΚΙΛΚΙΣ ΠΕΥΚΟΔΑΣΟΥΣ"
27059,ΑΝΑΡΤΗΣΗ,"ΚΟΖΑΝΗΣ ΚΟΙΛΩΝ"
